Program,Year,State,Commodity,Data Item,Value
SURVEY,2016,LOUISIANA,RICE,RICE - ACRES PLANTED,"437,000"
SURVEY,2016,LOUISIANA,RICE,"RICE - PRODUCTION, MEASURED IN $","289,578,000"
SURVEY,2016,LOUISIANA,SORGHUM,SORGHUM - ACRES PLANTED,"52,000"
SURVEY,2016,LOUISIANA,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED","46,000"
SURVEY,2016,LOUISIANA,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $","15,870,000"
SURVEY,2016,LOUISIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,"1,190,000"
SURVEY,2016,LOUISIANA,SOYBEANS,SOYBEANS - ACRES PLANTED,"1,230,000"
SURVEY,2016,LOUISIANA,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $","573,110,000"
SURVEY,2016,LOUISIANA,WHEAT,WHEAT - ACRES HARVESTED,"20,000"
SURVEY,2016,LOUISIANA,WHEAT,WHEAT - ACRES PLANTED,"25,000"
SURVEY,2016,LOUISIANA,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","3,825,000"
SURVEY,2016,MAINE,OATS,OATS - ACRES HARVESTED,"22,000"
SURVEY,2016,MAINE,OATS,OATS - ACRES PLANTED,"25,000"
SURVEY,2016,MAINE,OATS,"OATS - PRODUCTION, MEASURED IN $","3,593,000"
SURVEY,2016,MARYLAND,BARLEY,BARLEY - ACRES HARVESTED,"34,000"
SURVEY,2016,MARYLAND,BARLEY,BARLEY - ACRES PLANTED,"50,000"
SURVEY,2016,MARYLAND,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $","6,585,000"
SURVEY,2016,MARYLAND,CORN,"CORN, GRAIN - ACRES HARVESTED","400,000"
SURVEY,2016,MARYLAND,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","246,240,000"
SURVEY,2016,MARYLAND,SOYBEANS,SOYBEANS - ACRES HARVESTED,"515,000"
SURVEY,2016,MARYLAND,SOYBEANS,SOYBEANS - ACRES PLANTED,"520,000"
SURVEY,2016,MARYLAND,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $","199,410,000"
SURVEY,2016,MARYLAND,WHEAT,WHEAT - ACRES HARVESTED,"260,000"
SURVEY,2016,MARYLAND,WHEAT,WHEAT - ACRES PLANTED,"360,000"
SURVEY,2016,MARYLAND,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","67,226,000"
SURVEY,2016,MICHIGAN,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","208,000"
SURVEY,2016,MICHIGAN,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","210,000"
SURVEY,2016,MICHIGAN,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $","116,858,000"
SURVEY,2016,MICHIGAN,CORN,"CORN, GRAIN - ACRES HARVESTED","2,040,000"
SURVEY,2016,MICHIGAN,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","1,101,763,000"
SURVEY,2016,MICHIGAN,OATS,OATS - ACRES HARVESTED,"30,000"
SURVEY,2016,MICHIGAN,OATS,OATS - ACRES PLANTED,"65,000"
SURVEY,2016,MICHIGAN,OATS,"OATS - PRODUCTION, MEASURED IN $","3,967,000"
SURVEY,2016,MICHIGAN,SOYBEANS,SOYBEANS - ACRES HARVESTED,"2,060,000"
SURVEY,2016,MICHIGAN,SOYBEANS,SOYBEANS - ACRES PLANTED,"2,070,000"
SURVEY,2016,MICHIGAN,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $","989,325,000"
SURVEY,2016,MICHIGAN,WHEAT,WHEAT - ACRES HARVESTED,"570,000"
SURVEY,2016,MICHIGAN,WHEAT,WHEAT - ACRES PLANTED,"610,000"
SURVEY,2016,MICHIGAN,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","210,530,000"
SURVEY,2016,MINNESOTA,BARLEY,BARLEY - ACRES HARVESTED,"79,000"
SURVEY,2016,MINNESOTA,BARLEY,BARLEY - ACRES PLANTED,"95,000"
SURVEY,2016,MINNESOTA,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $","21,795,000"
SURVEY,2016,MINNESOTA,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","147,000"
SURVEY,2016,MINNESOTA,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","155,000"
SURVEY,2016,MINNESOTA,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $","98,698,000"
SURVEY,2016,MINNESOTA,CANOLA,CANOLA - ACRES HARVESTED,"27,500"
SURVEY,2016,MINNESOTA,CANOLA,CANOLA - ACRES PLANTED,"29,000"
SURVEY,2016,MINNESOTA,CANOLA,"CANOLA - PRODUCTION, MEASURED IN $","8,415,000"
SURVEY,2016,MINNESOTA,CORN,"CORN, GRAIN - ACRES HARVESTED","8,000,000"
SURVEY,2016,MINNESOTA,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","4,956,240,000"
SURVEY,2016,MINNESOTA,OATS,OATS - ACRES HARVESTED,"120,000"
SURVEY,2016,MINNESOTA,OATS,OATS - ACRES PLANTED,"210,000"
SURVEY,2016,MINNESOTA,OATS,"OATS - PRODUCTION, MEASURED IN $","16,483,000"
SURVEY,2016,MINNESOTA,SOYBEANS,SOYBEANS - ACRES HARVESTED,"7,490,000"
SURVEY,2016,MINNESOTA,SOYBEANS,SOYBEANS - ACRES PLANTED,"7,550,000"
SURVEY,2016,MINNESOTA,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $","3,594,900,000"
SURVEY,2016,MINNESOTA,SUNFLOWER,SUNFLOWER - ACRES HARVESTED,"77,500"
SURVEY,2016,MINNESOTA,SUNFLOWER,SUNFLOWER - ACRES PLANTED,"80,000"
SURVEY,2016,MINNESOTA,SUNFLOWER,"SUNFLOWER - PRODUCTION, MEASURED IN $","21,945,000"
SURVEY,2016,MINNESOTA,WHEAT,WHEAT - ACRES HARVESTED,"1,268,000"
SURVEY,2016,MINNESOTA,WHEAT,WHEAT - ACRES PLANTED,"1,321,000"
SURVEY,2016,MINNESOTA,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","351,326,000"
SURVEY,2016,MISSISSIPPI,CORN,"CORN, GRAIN - ACRES HARVESTED","720,000"
SURVEY,2016,MISSISSIPPI,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","447,005,000"
SURVEY,2016,MISSISSIPPI,COTTON,COTTON - ACRES HARVESTED,"430,000"
SURVEY,2016,MISSISSIPPI,COTTON,COTTON - ACRES PLANTED,"435,000"
SURVEY,2016,MISSISSIPPI,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $","435,398,000"
SURVEY,2016,MISSISSIPPI,PEANUTS,PEANUTS - ACRES HARVESTED,"38,000"
SURVEY,2016,MISSISSIPPI,PEANUTS,PEANUTS - ACRES PLANTED,"39,000"
SURVEY,2016,MISSISSIPPI,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN $","27,664,000"
SURVEY,2016,MISSISSIPPI,RICE,RICE - ACRES HARVESTED,"194,000"
SURVEY,2016,MISSISSIPPI,RICE,RICE - ACRES PLANTED,"195,000"
SURVEY,2016,MISSISSIPPI,RICE,"RICE - PRODUCTION, MEASURED IN $","133,022,000"
SURVEY,2016,MISSISSIPPI,SORGHUM,SORGHUM - ACRES PLANTED,"13,000"
SURVEY,2016,MISSISSIPPI,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED","11,000"
SURVEY,2016,MISSISSIPPI,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $","3,218,000"
SURVEY,2016,MISSISSIPPI,SOYBEANS,SOYBEANS - ACRES HARVESTED,"2,020,000"
SURVEY,2016,MISSISSIPPI,SOYBEANS,SOYBEANS - ACRES PLANTED,"2,040,000"
SURVEY,2016,MISSISSIPPI,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $","963,782,000"
SURVEY,2016,MISSISSIPPI,WHEAT,WHEAT - ACRES HARVESTED,"50,000"
SURVEY,2016,MISSISSIPPI,WHEAT,WHEAT - ACRES PLANTED,"65,000"
SURVEY,2016,MISSISSIPPI,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","10,728,000"
SURVEY,2016,MISSOURI,CORN,"CORN, GRAIN - ACRES HARVESTED","3,500,000"
SURVEY,2016,MISSOURI,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","1,939,700,000"
SURVEY,2016,MISSOURI,COTTON,COTTON - ACRES HARVESTED,"266,000"
SURVEY,2016,MISSOURI,COTTON,COTTON - ACRES PLANTED,"280,000"
SURVEY,2016,MISSOURI,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $","229,707,000"
SURVEY,2016,MISSOURI,OATS,OATS - ACRES HARVESTED,"19,000"
SURVEY,2016,MISSOURI,OATS,OATS - ACRES PLANTED,"45,000"
SURVEY,2016,MISSOURI,OATS,"OATS - PRODUCTION, MEASURED IN $","2,622,000"
SURVEY,2016,MISSOURI,RICE,RICE - ACRES HARVESTED,"231,000"
SURVEY,2016,MISSOURI,RICE,RICE - ACRES PLANTED,"236,000"
SURVEY,2016,MISSOURI,RICE,"RICE - PRODUCTION, MEASURED IN $","152,292,000"
SURVEY,2016,MISSOURI,SORGHUM,SORGHUM - ACRES PLANTED,"65,000"
SURVEY,2016,MISSOURI,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED","54,000"
SURVEY,2016,MISSOURI,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $","14,939,000"
SURVEY,2016,MISSOURI,SOYBEANS,SOYBEANS - ACRES HARVESTED,"5,540,000"
SURVEY,2016,MISSOURI,SOYBEANS,SOYBEANS - ACRES PLANTED,"5,600,000"
SURVEY,2016,MISSOURI,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $","2,606,016,000"
SURVEY,2016,MISSOURI,WHEAT,WHEAT - ACRES HARVESTED,"570,000"
SURVEY,2016,MISSOURI,WHEAT,WHEAT - ACRES PLANTED,"690,000"
SURVEY,2016,MISSOURI,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","159,201,000"
SURVEY,2016,MONTANA,BARLEY,BARLEY - ACRES HARVESTED,"780,000"
SURVEY,2016,MONTANA,BARLEY,BARLEY - ACRES PLANTED,"990,000"
SURVEY,2016,MONTANA,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $","239,616,000"
SURVEY,2016,MONTANA,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","99,500"
SURVEY,2016,MONTANA,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","103,000"
SURVEY,2016,MONTANA,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $","41,938,000"
SURVEY,2016,MONTANA,CANOLA,CANOLA - ACRES HARVESTED,"60,000"
SURVEY,2016,MONTANA,CANOLA,CANOLA - ACRES PLANTED,"62,000"
SURVEY,2016,MONTANA,CANOLA,"CANOLA - PRODUCTION, MEASURED IN $","14,629,000"
SURVEY,2016,MONTANA,CORN,"CORN, GRAIN - ACRES HARVESTED","55,000"
SURVEY,2016,MONTANA,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","22,825,000"
SURVEY,2016,MONTANA,FLAXSEED,FLAXSEED - ACRES HARVESTED,"28,000"
SURVEY,2016,MONTANA,FLAXSEED,FLAXSEED - ACRES PLANTED,"29,000"
SURVEY,2016,MONTANA,FLAXSEED,"FLAXSEED - PRODUCTION, MEASURED IN $","4,953,000"
SURVEY,2016,MONTANA,LENTILS,LENTILS - ACRES HARVESTED,"505,000"
SURVEY,2016,MONTANA,LENTILS,LENTILS - ACRES PLANTED,"520,000"
SURVEY,2016,MONTANA,LENTILS,"LENTILS - PRODUCTION, MEASURED IN $","210,131,000"
SURVEY,2016,MONTANA,OATS,OATS - ACRES HARVESTED,"28,000"
SURVEY,2016,MONTANA,OATS,OATS - ACRES PLANTED,"60,000"
SURVEY,2016,MONTANA,OATS,"OATS - PRODUCTION, MEASURED IN $","4,211,000"
SURVEY,2016,MONTANA,PEAS,"PEAS, DRY EDIBLE - ACRES HARVESTED","580,000"
SURVEY,2016,MONTANA,PEAS,"PEAS, DRY EDIBLE - ACRES PLANTED","610,000"
SURVEY,2016,MONTANA,PEAS,"PEAS, DRY EDIBLE - PRODUCTION, MEASURED IN $","118,755,000"
SURVEY,2016,MONTANA,SAFFLOWER,SAFFLOWER - ACRES HARVESTED,"34,000"
SURVEY,2016,MONTANA,SAFFLOWER,SAFFLOWER - ACRES PLANTED,"37,000"
SURVEY,2016,MONTANA,SAFFLOWER,"SAFFLOWER - PRODUCTION, MEASURED IN $", (D)
SURVEY,2016,MONTANA,WHEAT,WHEAT - ACRES HARVESTED,"4,975,000"
SURVEY,2016,MONTANA,WHEAT,WHEAT - ACRES PLANTED,"5,130,000"
SURVEY,2016,MONTANA,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","947,754,000"
SURVEY,2016,NEBRASKA,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","122,000"
SURVEY,2016,NEBRASKA,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","138,000"
SURVEY,2016,NEBRASKA,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $","78,278,000"
SURVEY,2016,NEBRASKA,CORN,"CORN, GRAIN - ACRES HARVESTED","9,550,000"
SURVEY,2016,NEBRASKA,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","5,643,668,000"
SURVEY,2016,NEBRASKA,MILLET,"MILLET, PROSO - ACRES HARVESTED","88,000"
SURVEY,2016,NEBRASKA,MILLET,"MILLET, PROSO - ACRES PLANTED","95,000"
SURVEY,2016,NEBRASKA,MILLET,"MILLET, PROSO - PRODUCTION, MEASURED IN $","8,840,000"
SURVEY,2016,NEBRASKA,OATS,OATS - ACRES HARVESTED,"25,000"
SURVEY,2016,NEBRASKA,OATS,OATS - ACRES PLANTED,"135,000"
SURVEY,2016,NEBRASKA,OATS,"OATS - PRODUCTION, MEASURED IN $","3,375,000"
SURVEY,2016,NEBRASKA,PEAS,"PEAS, DRY EDIBLE - ACRES HARVESTED","52,000"
SURVEY,2016,NEBRASKA,PEAS,"PEAS, DRY EDIBLE - ACRES PLANTED","55,000"
SURVEY,2016,NEBRASKA,PEAS,"PEAS, DRY EDIBLE - PRODUCTION, MEASURED IN $", (D)
SURVEY,2016,NEBRASKA,SORGHUM,SORGHUM - ACRES PLANTED,"200,000"
SURVEY,2016,NEBRASKA,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED","175,000"
SURVEY,2016,NEBRASKA,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $","48,880,000"
SURVEY,2016,NEBRASKA,SOYBEANS,SOYBEANS - ACRES HARVESTED,"5,150,000"
SURVEY,2016,NEBRASKA,SOYBEANS,SOYBEANS - ACRES PLANTED,"5,200,000"
SURVEY,2016,NEBRASKA,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $","2,883,897,000"
SURVEY,2016,NEBRASKA,SUNFLOWER,SUNFLOWER - ACRES HARVESTED,"39,000"
SURVEY,2016,NEBRASKA,SUNFLOWER,SUNFLOWER - ACRES PLANTED,"41,500"
SURVEY,2016,NEBRASKA,SUNFLOWER,"SUNFLOWER - PRODUCTION, MEASURED IN $","11,179,000"
SURVEY,2016,NEBRASKA,WHEAT,WHEAT - ACRES HARVESTED,"1,310,000"
SURVEY,2016,NEBRASKA,WHEAT,WHEAT - ACRES PLANTED,"1,370,000"
SURVEY,2016,NEBRASKA,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","222,124,000"
SURVEY,2016,NEVADA,WHEAT,WHEAT - ACRES HARVESTED,"9,000"
SURVEY,2016,NEVADA,WHEAT,WHEAT - ACRES PLANTED,"15,000"
SURVEY,2016,NEVADA,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","2,637,000"
SURVEY,2016,NEW JERSEY,CORN,"CORN, GRAIN - ACRES HARVESTED","71,000"
SURVEY,2016,NEW JERSEY,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","40,151,000"
SURVEY,2016,NEW JERSEY,SOYBEANS,SOYBEANS - ACRES HARVESTED,"98,000"
SURVEY,2016,NEW JERSEY,SOYBEANS,SOYBEANS - ACRES PLANTED,"100,000"
SURVEY,2016,NEW JERSEY,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $","33,834,000"
SURVEY,2016,NEW JERSEY,WHEAT,WHEAT - ACRES HARVESTED,"21,000"
SURVEY,2016,NEW JERSEY,WHEAT,WHEAT - ACRES PLANTED,"25,000"
SURVEY,2016,NEW JERSEY,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","5,578,000"
SURVEY,2016,NEW MEXICO,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $", (NA)
SURVEY,2016,NEW MEXICO,CORN,"CORN, GRAIN - ACRES HARVESTED","41,000"
SURVEY,2016,NEW MEXICO,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","24,170,000"
SURVEY,2016,NEW MEXICO,COTTON,COTTON - ACRES HARVESTED,"48,800"
SURVEY,2016,NEW MEXICO,COTTON,COTTON - ACRES PLANTED,"55,000"
SURVEY,2016,NEW MEXICO,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $","33,958,000"
SURVEY,2016,NEW MEXICO,PEANUTS,PEANUTS - ACRES HARVESTED,"8,000"
SURVEY,2016,NEW MEXICO,PEANUTS,PEANUTS - ACRES PLANTED,"8,000"
SURVEY,2016,NEW MEXICO,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN $","4,480,000"
SURVEY,2016,NEW MEXICO,SORGHUM,SORGHUM - ACRES PLANTED,"110,000"
SURVEY,2016,NEW MEXICO,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED","85,000"
SURVEY,2016,NEW MEXICO,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $","10,870,000"
SURVEY,2016,NEW MEXICO,WHEAT,WHEAT - ACRES HARVESTED,"210,000"
SURVEY,2016,NEW MEXICO,WHEAT,WHEAT - ACRES PLANTED,"345,000"
SURVEY,2016,NEW MEXICO,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","15,246,000"
SURVEY,2016,NEW YORK,CORN,"CORN, GRAIN - ACRES HARVESTED","570,000"
SURVEY,2016,NEW YORK,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","286,767,000"
SURVEY,2016,NEW YORK,OATS,OATS - ACRES HARVESTED,"60,000"
SURVEY,2016,NEW YORK,OATS,OATS - ACRES PLANTED,"90,000"
SURVEY,2016,NEW YORK,OATS,"OATS - PRODUCTION, MEASURED IN $","7,161,000"
SURVEY,2016,NEW YORK,SOYBEANS,SOYBEANS - ACRES HARVESTED,"320,000"
SURVEY,2016,NEW YORK,SOYBEANS,SOYBEANS - ACRES PLANTED,"330,000"
SURVEY,2016,NEW YORK,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $","125,558,000"
SURVEY,2016,NEW YORK,WHEAT,WHEAT - ACRES HARVESTED,"115,000"
SURVEY,2016,NEW YORK,WHEAT,WHEAT - ACRES PLANTED,"120,000"
SURVEY,2016,NEW YORK,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","36,508,000"
SURVEY,2016,NORTH CAROLINA,CORN,"CORN, GRAIN - ACRES HARVESTED","940,000"
SURVEY,2016,NORTH CAROLINA,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","493,528,000"
SURVEY,2016,NORTH CAROLINA,COTTON,COTTON - ACRES HARVESTED,"255,000"
SURVEY,2016,NORTH CAROLINA,COTTON,COTTON - ACRES PLANTED,"280,000"
SURVEY,2016,NORTH CAROLINA,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $","126,549,000"
SURVEY,2016,NORTH CAROLINA,OATS,OATS - ACRES HARVESTED,"9,000"
SURVEY,2016,NORTH CAROLINA,OATS,OATS - ACRES PLANTED,"35,000"
SURVEY,2016,NORTH CAROLINA,OATS,"OATS - PRODUCTION, MEASURED IN $","1,188,000"
SURVEY,2016,NORTH CAROLINA,PEANUTS,PEANUTS - ACRES HARVESTED,"99,000"
SURVEY,2016,NORTH CAROLINA,PEANUTS,PEANUTS - ACRES PLANTED,"101,000"
SURVEY,2016,NORTH CAROLINA,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN $","74,437,000"
SURVEY,2016,NORTH CAROLINA,SORGHUM,SORGHUM - ACRES PLANTED,"45,000"
SURVEY,2016,NORTH CAROLINA,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED","37,000"
SURVEY,2016,NORTH CAROLINA,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $","7,407,000"
SURVEY,2016,NORTH CAROLINA,SOYBEANS,SOYBEANS - ACRES HARVESTED,"1,660,000"
SURVEY,2016,NORTH CAROLINA,SOYBEANS,SOYBEANS - ACRES PLANTED,"1,690,000"
SURVEY,2016,NORTH CAROLINA,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $","569,380,000"
SURVEY,2016,NORTH CAROLINA,WHEAT,WHEAT - ACRES HARVESTED,"355,000"
SURVEY,2016,NORTH CAROLINA,WHEAT,WHEAT - ACRES PLANTED,"420,000"
SURVEY,2016,NORTH CAROLINA,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $","67,099,000"
SURVEY,2016,NORTH DAKOTA,BARLEY,BARLEY - ACRES HARVESTED,"640,000"
SURVEY,2016,NORTH DAKOTA,BARLEY,BARLEY - ACRES PLANTED,"740,000"
SURVEY,2016,NORTH DAKOTA,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $","191,674,000"
SURVEY,2016,NORTH DAKOTA,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","565,000"
SURVEY,2016,NORTH DAKOTA,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","625,000"
SURVEY,2016,NORTH DAKOTA,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN $","248,533,000"
SURVEY,2016,NORTH DAKOTA,CANOLA,CANOLA - ACRES HARVESTED,"1,450,000"
SURVEY,2016,NORTH DAKOTA,CANOLA,CANOLA - ACRES PLANTED,"1,460,000"
SURVEY,2016,NORTH DAKOTA,CANOLA,"CANOLA - PRODUCTION, MEASURED IN $","448,224,000"
SURVEY,2016,NORTH DAKOTA,CORN,"CORN, GRAIN - ACRES HARVESTED","3,270,000"
SURVEY,2016,NORTH DAKOTA,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $","1,555,147,000"
SURVEY,2016,NORTH DAKOTA,FLAXSEED,FLAXSEED - ACRES HARVESTED,"329,000"
SURVEY,2016,NORTH DAKOTA,FLAXSEED,FLAXSEED - ACRES PLANTED,"335,000"
SURVEY,2016,NORTH DAKOTA,FLAXSEED,"FLAXSEED - PRODUCTION, MEASURED IN $","63,168,000"
SURVEY,2016,NORTH DAKOTA,LENTILS,LENTILS - ACRES HARVESTED,"294,000"
SURVEY,2016,NORTH DAKOTA,LENTILS,LENTILS - ACRES PLANTED,"305,000"
SURVEY,2016,NORTH DAKOTA,LENTILS,"LENTILS - PRODUCTION, MEASURED IN $","114,101,000"
SURVEY,2016,NORTH DAKOTA,OATS,OATS - ACRES HARVESTED,"110,000"
SURVEY,2016,NORTH DAKOTA,OATS,OATS - ACRES PLANTED,"290,000"
SURVEY,2016,NORTH DAKOTA,OATS,"OATS - PRODUCTION, MEASURED IN $","16,335,000"
SURVEY,2016,NORTH DAKOTA,PEAS,"PEAS, DRY EDIBLE - ACRES HARVESTED","545,000"
SURVEY,2016,NORTH DAKOTA,PEAS,"PEAS, DRY EDIBLE - ACRES PLANTED","560,000"
SURVEY,2016,NORTH DAKOTA,PEAS,"PEAS, DRY EDIBLE - PRODUCTION, MEASURED IN $","137,346,000"
SURVEY,2016,NORTH DAKOTA,SAFFLOWER,SAFFLOWER - ACRES HARVESTED,"7,700"
SURVEY,2016,NORTH DAKOTA,SAFFLOWER,SAFFLOWER - ACRES PLANTED,"8,300"
SURVEY,2016,NORTH DAKOTA,SAFFLOWER,"SAFFLOWER - PRODUCTION, MEASURED IN $","1,492,000"
